"CANT. DE PARTICIPANTES","FEMENINO","MASCULINO","DEPARTAMENTO","PROVINCIA","DISTRITO","CENTRO POBLADO","COMUNIDAD CAMPESINA O NATIVA","NOMBRE DEL EVENTO","TRIMESTRE"
"1","1","0","MADRE DE DIOS","TAHUAMANU","IBERIA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","MADRE DE DIOS","TAHUAMANU","IBERIA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","ICA","ICA","ICA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA ","SULLANA ","IGNACIO ESCUDERO ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","PIURA","SULLANA","IGNACIO ESCUDERO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","EL COLLAO","ILAVE","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","0","2","PUNO","EL COLLAO","ILAVE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","MADRE DE DIOS","TAMBOPATA","INAMBARI","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","MADRE DE DIOS","TAMBOPATA","INAMBARI","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ANCASH","HUARAZ ","INDEPENDENCIA ","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","UCAYALI ","CORONEL PORTILLO ","IPARIA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","UCAYALI ","PADRE ABAD ","IRAZOLA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AREQUIPA","ISLAY","ISLAY","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","JUNIN","JAUJA","JAUJA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AMAZONAS","BONGARÁ ","JAZÁN ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","SAN MARTÍN","MOYOBAMBA","JEPELACIO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CAJAMARCA","CAJAMARCA","JESÚS","","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","SAN MARTIN","MARISCAL CÁCERES","JUANJUI","","","ATENCIÓN AL USUARIO","IV"
"1","0","1","SAN MARTIN","MARISCAL CACERES","JUANJUI","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","SAN ROMAN","JULIACA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","PUNO","SAN ROMAN","JULIACA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","PIURA","PIURA","LA ARENA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CAJAMARCA","SAN IGNACIO","LA COIPA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","LA LIBERTAD","TRUJILLO","LA ESPERANZA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"2","2","0","AMAZONAS ","CHACHAPOYAS ","LA JALCA ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","AREQUIPA","AREQUIPA","LA JOYA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","ANCASH","HUARAZ","LA LIBERTAD","","","REPOSICIÓN Y RECONSTITUCIÒN DE ACTAS REGISTRALES","IV"
"1","0","1","PIURA","HUANCABAMBA","LA LOMA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PIURA","MORROPON","LA MATANZA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","ANCASH","AIJA","LA MERCED","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","AMAZONAS","BAGUA","LA PECA","","","ATENCIÓN AL USUARIO","IV"
"2","1","1","PIURA","PIURA","LA UNION","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","PIURA","PIURA","LA UNION","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","TACNA","TACNA","LA YARADA LOS PALOS","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","1","1","PIURA","SULLANA","LANCONES","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","LUCANAS","LARAMATE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","LA LIBERTAD","TRUJILLO","LAREDO","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PIURA","PIURA","LAS LOMAS","","","ATENCIÓN AL USUARIO","IV"
"1","0","1","AYACUCHO","LUCANAS","LEONCIO PRADO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","CHUMBIVILCAS","LIVITACA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","CAJAMARCA","CAJAMARCA","LLACANORA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","ANCASH","MARISCAL LUZURIAGA","LLAMA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","ANCASH","MARISCAL LUZURIAGA","LLAMA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","TALARA","LOBITOS ",".",".","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AREQUIPA","CARAVELI","LOMAS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AMAZONAS","LUYA","LONGUITA","","","ATENCIÓN AL USUARIO","IV"
"2","2","0","PIURA","TALARA","LOS ORGANOS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","LUCANAS","LUCANAS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","QUISPICANCHI","LUCRE","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","CUSCO","QUISPICANCHI","LUCRE","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","QUISPICANCHI","LUCRE","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","CUSCO","QUISPICANCHI","LUCRE","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","AYACUCHO","LA MAR","LUIS CARRANZA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","HUANTA","LURICOCHA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","ANCASH","HUARMEY","MALVAS","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","ANCASH","HUARMEY","MALVAS","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","UCAYALI ","CORONEL PORTILLO ","MANANTAY ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","PUNO","MAÑAZO","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","PUNO","PUNO","MAÑAZO","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","CUSCO","LA CONVENCION","MARANURA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","URUBAMBA","MARAS","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","CUSCO","URUBAMBA","MARAS","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","LA LIBERTAD","SANCHEZ CARRION","MARCABAL","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","SULLANA","MARCAVELICA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","CAMANA","MARIANO NICOLAS VALC.","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","HUANCAVELICA","HUANCAVELICA","MARISCAL CACERES","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","UCAYALI ","CORONEL PORTILLO ","MASISEA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","LA CONVENCION","MEGANTONI","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","ISLAY","MEJIA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AREQUIPA","ISLAY","MOLLENDO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","HUANCAVELICA","CASTROVIRREYNA","MOLLEPAMPA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"2","2","0","MOQUEGUA","MARISCAL NIETO","MOQUEGUA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","LAMBAYEQUE","LAMBAYEQUE","MORROPE","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","CAJAMARCA","SAN MIGUEL","NANCHOC","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ICA","NASCA","NASCA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"5","1","4","AMAZONAS","CONDORCANQUI","NIEVA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","LA MAR","NINABAMBA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","JUNIN","CONCEPCION","NUEVE DE JULIO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","JUNIN","CONCEPCION","NUEVE DE JULIO","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","AYACUCHO","LUCANAS","OCAÑA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","APURIMAC","CHINCHEROS","OCOBAMBA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","HUAMANGA","OCROS","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","PUNO","LAMPA","OCUVIRI","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PUNO","LAMPA","OCUVIRI","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","PUNO","CARABAYA","OLLACHEA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","PUNO","CARABAYA","OLLACHEA","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","JUNIN","JUNIN","ONDORES","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","QUISPICANCHI ","OROPESA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","QUISPICANCHI","OROPESA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"2","2","0","AYACUCHO","LUCANAS","OTOCA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","AYACUCHO","PAUCAR DEL SARA SARA","OYOLO","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"2","2","0","PIURA","AYABACA","PACAIPAMPA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","AYABACA","PACAIPAMPA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","JUNIN","YAULI","PACCHA","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","ICA","ICA","PACHACUTEC","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","SUCRE","PAICO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","ANCASH","HUAYLAS","PAMPAROMAS","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","ANCASH","HUAYLAS","PAMPAROMAS","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","TUMBES","ZARUMILLA","PAPAYAL","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","TALARA","PARIÑAS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","PARURO","PARURO","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","AYACUCHO","LA MAR","PATIBAMBA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","HUANCAVELICA","ACOBAMBA","PAUCARA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AREQUIPA","AREQUIPA","PAUCARPATA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","CUSCO","LA CONVENCION","PICHARI","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","LA CONVENCION","PICHARI","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","LAMBAYEQUE","CHICLAYO","PICSI","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO","EL COLLAO","PILCUYO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"2","0","2","PUNO","EL COLLAO","PILCUYO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"2","1","1","CAJAMARCA","CUTERVO","PIMPINGOS","","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","CUSCO","CANCHIS","PITUMARCA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","CANCHIS","PITUMARCA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","HUANCAVELICA","ACOBAMBA","POMACOCHA","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","CAJAMARCA","JAEN","POMAHUACA","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","CUSCO","CUSCO","POROY","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","AYACUCHO","HUANTA","PUCACOLPA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","AYACUCHO","HUANTA","PUCACOLPA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","LAMBAYEQUE ","CHICLAYO ","PUCALA ","","","ATENCIÓN AL USUARIO","IV"
"1","0","1","ICA","ICA","PUEBLO NUEVO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","ICA","CHINCHA","PUEBLO NUEVO","","","REPOSICIÓN Y RECONSTITUCIÒN DE ACTAS REGISTRALES","IV"
"1","0","1","CAJAMARCA","SANTA CRUZ","PULAN","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","AYACUCHO","PARINACOCHAS","PULLO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"2","1","1","PUNO ","PUNO ","PUNO ","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"2","1","1","PUNO","PUNO","PUNO","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"2","1","1","UCAYALI ","PURUS ","PURUS ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PUNO","HUANCANE","PUSI","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","AYACUCHO","PARINACOCHAS","PUYUSCA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","LA CONVENCION","QUELLOUNO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","SUCRE","QUEROBAMBA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","ANCASH","SIHUAS","RAGASH","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","UCAYALI ","ATALAYA","RAIMONDI ","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","APURIMAC","ANDAHUAYLAS","RANRACANCHA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","APURIMAC","CHINCHEROS","RANRACANCHA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","ANCASH","YUNGAY","RANRAHIRCA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","ANCASH","YUNGAY","RANRAHIRCA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","PIURA","SECHURA","RINCONADA LLICUAR","","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","ICA","PALPA","RIO GRANDE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","APURIMAC","CHINCHEROS","ROCCHACC","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","APURIMAC","CHINCHEROS","ROCCHACC","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","LUCANAS","SAISA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","PIURA","SULLANA","SALITRAL","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CAJAMARCA ","JAÉN ","SALLIQUE ","","","ATENCIÓN AL USUARIO","IV"
"2","2","0","TACNA","TACNA","SAMA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","AZÁNGARO","SAMÁN","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","MOQUEGUA","MARISCAL NIETO","SAMEGUA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","MOQUEGUA","MARISCAL NIETO","SAN ANTONIO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CAJAMARCA ","JAÉN ","SAN FELIPE","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","AMAZONAS","LUYA","SAN FRANCISCO DEL YESO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","CARABAYA ","SAN GABAN ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","PUNO","CARABAYA","SAN GABAN","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","PUNO","CARABAYA","SAN GABAN","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","PUNO ","CARABAYA ","SAN GABAN ","","","ATENCIÓN AL CIUDADANO","IV"
"1","1","0","AMAZONAS","LUYA","SAN JERONIMO","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","ICA","ICA","SAN JOSE DE LOS MOLINOS","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","PAUCAR DEL SARA SARA","SAN JOSE DE USHUA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","ANCASH","SIHUAS","SAN JUAN","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","ANCASH","SIHUAS","SAN JUAN","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","AYACUCHO","LUCANAS","SAN JUAN","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","AYACUCHO","HUAMANGA","SAN JUAN BAUTISTA","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","PIURA","MORROPON","SAN JUAN DE BIGOTE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","ANCASH","ANTONIO RAIMONDI","SAN JUAN DE RONTOY","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","PUNO ","AZÁNGARO ","SAN JUAN DE SALINAS","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PUNO","AZANGARO","SAN JUAN DE SALINAS","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","UCAYALI ","PADRE ABAD ","SAN JUAN KM.71","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","LA MAR","SAN MIGUEL","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","0","1","PUNO","SAN ROMAN","SAN MIGUEL","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","HUANCABAMBA","SAN MIGUEL DEL FAIQUE","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","CUSCO","CANCHIS","SAN PABLO","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","CUSCO","CANCHIS","SAN PEDRO","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","0","1","ANCASH","HUARI","SAN PEDRO DE CHANA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","ANCASH","HUARI","SAN PEDRO DE CHANA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","LUCANAS","SAN PEDRO DE PALCO","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","PUNO ","SANDIA","SANDIA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PUNO","SANDIA","SANDIA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","PIURA","HUANCABAMBA","SANDOR","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","CUSCO","LA CONVENCION","SANTA ANA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","0","1","AYACUCHO","LUCANAS","SANTA ANA DE HUAYCAUCHO","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","0","1","PIURA","MORROPON","SANTA CATALINA DE MOSSA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","PIURA","MORROPON","SANTA CATALINA DE MOSSA","","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","PIURA","MORROPON","SANTA CATALINA DE MOSSA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","HUANUCO","HUANUCO","SANTA MARIA DEL VALLE","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CAJAMARCA ","SAN MIGUEL","SANTA ROSA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","0","1","AYACUCHO","LA MAR","SANTA ROSA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","JUNIN","YAULI","SANTA ROSA DE SACCO","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","JUNIN","YAULI","SANTA ROSA DE SACCO","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","CUSCO","LA CONVENCION","SANTA TERESA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA","","","REPOSICIÓN Y RECONSTITUCIÓN DE ACTAS","IV"
"1","1","0","AYACUCHO","HUAMANGA","SANTIAGO DE PISCHA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","HUANCAVELICA","HUAYTARA","SANTIAGO DE QUIRAHUARA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AMAZONAS ","LUYA","SANTO  TOMAS ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","PIURA","AYABACA","SAPILLICA","","","ATENCIÓN AL CIUDADANO","IV"
"1","0","1","LORETO ","UCAYALI","SARAYACU","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","JUNÍN ","JAUJA ","SAUSA ","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","JUNÍN ","JAUJA ","SAUSA ","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","JUNIN","JAUJA","SAUSA","","","CANCELACION DE ACTAS REGISTRALES","IV"
"1","1","0","PIURA","SECHURA","SECHURA","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","PIURA","SECHURA","SECHURA","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","UCAYALI ","ATALAYA","SEPAHUA","","","INTEGRAL EN REGISTROS CIVILES","IV"
"1","1","0","AREQUIPA","CAYLLOMA","SIBAYO","","","ATENCIÓN AL USUARIO","IV"
"1","1","0","CUSCO","CANCHIS","SICUANI ","","","RECTIFICACIÓN DE ACTAS REGISTRALES","IV"
"1","1","0","CUSCO","CANCHIS","SICUANI","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","1","0","ANCASH","SIHUAS","SIHUAS","","","GRAFOTECNIA Y DACTILOSCOPÍA PARA REGISTRADORES CIVILES","IV"
"1","0","1","JUNIN","JAUJA","SINCOS","","","ACCESO, USO, IMPORTANCIA Y UTILIDAD DEL PORTAL WEB DEL REGISTRADOR CIVIL","IV"
"1","1","0","AREQUIPA","AREQUIPA","SOCABAYA","","","INTEGRAL EN REGISTROS CIVILES","IV"
